meetnet;locatie;nestbuis;jaar;datum;primaire_soort;soort_nl;type_waarneming;levensstadium;aantal;versheid_sporen
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;nee;Bosmuis;individu;adult;1;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;3;2024;2024-11-15;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;individu;subadult;1;NA
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - oost;4;2024;2024-11-15;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-05-19;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;individu;adult;1;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-05-23;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;1;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;1;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;subadult;1;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;2;2020;2020-10-05;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;4;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;1;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;nee;Bosmuis;individu;adult/subadult;2;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;nee;Bosmuis/Grote bosmuis/Rosse woelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Veursbos - west;1;2020;2020-11-04;ja;Hazelmuis;individu;subadult;0;NA
